owner,control,type,device,legacy_value,expected_class,status,note
wp-widget-woocommerce_layered_nav,_transform_flipY_effect_hover,choose,,,e-transform,no-element,the element renders nothing without site content
wp-widget-woocommerce_layered_nav,_transform_rotate_popover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
wp-widget-woocommerce_layered_nav,_transform_rotate_popover_hover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
wp-widget-woocommerce_layered_nav,_transform_scale_popover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
wp-widget-woocommerce_layered_nav,_transform_scale_popover_hover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
wp-widget-woocommerce_layered_nav,_transform_skew_popover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
wp-widget-woocommerce_layered_nav,_transform_skew_popover_hover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
wp-widget-woocommerce_layered_nav,_transform_translate_popover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
wp-widget-woocommerce_layered_nav,_transform_translate_popover_hover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
wp-widget-woocommerce_layered_nav,animation_duration,select,,,animated-slow,no-element,the element renders nothing without site content
wp-widget-woocommerce_layered_nav,hide_desktop,switcher,,,elementor-hidden-desktop,no-element,the element renders nothing without site content
wp-widget-woocommerce_layered_nav,hide_mobile,switcher,,,elementor-hidden-mobile,no-element,the element renders nothing without site content
wp-widget-woocommerce_layered_nav,hide_tablet,switcher,,,elementor-hidden-tablet,no-element,the element renders nothing without site content
wp-widget-woocommerce_price_filter,_element_width,select,,,elementor-widget__width-inherit,no-element,the element renders nothing without site content
wp-widget-woocommerce_price_filter,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,no-element,the element renders nothing without site content
wp-widget-woocommerce_price_filter,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,no-element,the element renders nothing without site content
wp-widget-woocommerce_price_filter,_position,select,,,elementor-absolute,no-element,the element renders nothing without site content
wp-widget-woocommerce_price_filter,_transform_flipX_effect,choose,,,e-transform,no-element,the element renders nothing without site content
wp-widget-woocommerce_price_filter,_transform_flipX_effect_hover,choose,,,e-transform,no-element,the element renders nothing without site content
wp-widget-woocommerce_price_filter,_transform_flipY_effect,choose,,,e-transform,no-element,the element renders nothing without site content
wp-widget-woocommerce_price_filter,_transform_flipY_effect_hover,choose,,,e-transform,no-element,the element renders nothing without site content
wp-widget-woocommerce_price_filter,_transform_rotate_popover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
wp-widget-woocommerce_price_filter,_transform_rotate_popover_hover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
wp-widget-woocommerce_price_filter,_transform_scale_popover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
wp-widget-woocommerce_price_filter,_transform_scale_popover_hover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
wp-widget-woocommerce_price_filter,_transform_skew_popover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
wp-widget-woocommerce_price_filter,_transform_skew_popover_hover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
wp-widget-woocommerce_price_filter,_transform_translate_popover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
wp-widget-woocommerce_price_filter,_transform_translate_popover_hover,popover_toggle,,,e-transform,no-element,the element renders nothing without site content
wp-widget-woocommerce_price_filter,animation_duration,select,,,animated-slow,no-element,the element renders nothing without site content
wp-widget-woocommerce_price_filter,hide_desktop,switcher,,,elementor-hidden-desktop,no-element,the element renders nothing without site content
wp-widget-woocommerce_price_filter,hide_mobile,switcher,,,elementor-hidden-mobile,no-element,the element renders nothing without site content
wp-widget-woocommerce_price_filter,hide_tablet,switcher,,,elementor-hidden-tablet,no-element,the element renders nothing without site content
wp-widget-woocommerce_product_categories,_element_width,select,,,elementor-widget__width-inherit,verified,
wp-widget-woocommerce_product_categories,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
wp-widget-woocommerce_product_categories,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
wp-widget-woocommerce_product_categories,_position,select,,,elementor-absolute,verified,
wp-widget-woocommerce_product_categories,_transform_flipX_effect,choose,,,e-transform,verified,
wp-widget-woocommerce_product_categories,_transform_flipX_effect_hover,choose,,,e-transform,verified,
wp-widget-woocommerce_product_categories,_transform_flipY_effect,choose,,,e-transform,verified,
wp-widget-woocommerce_product_categories,_transform_flipY_effect_hover,choose,,,e-transform,verified,
wp-widget-woocommerce_product_categories,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
wp-widget-woocommerce_product_categories,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
wp-widget-woocommerce_product_categories,_transform_scale_popover,popover_toggle,,,e-transform,verified,
wp-widget-woocommerce_product_categories,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
wp-widget-woocommerce_product_categories,_transform_skew_popover,popover_toggle,,,e-transform,verified,
wp-widget-woocommerce_product_categories,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
wp-widget-woocommerce_product_categories,_transform_translate_popover,popover_toggle,,,e-transform,verified,
wp-widget-woocommerce_product_categories,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
wp-widget-woocommerce_product_categories,animation_duration,select,,,animated-slow,verified,
wp-widget-woocommerce_product_categories,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
wp-widget-woocommerce_product_categories,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
wp-widget-woocommerce_product_categories,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
wp-widget-woocommerce_product_search,_element_width,select,,,elementor-widget__width-inherit,verified,
wp-widget-woocommerce_product_search,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
wp-widget-woocommerce_product_search,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
wp-widget-woocommerce_product_search,_position,select,,,elementor-absolute,verified,
wp-widget-woocommerce_product_search,_transform_flipX_effect,choose,,,e-transform,verified,
wp-widget-woocommerce_product_search,_transform_flipX_effect_hover,choose,,,e-transform,verified,
wp-widget-woocommerce_product_search,_transform_flipY_effect,choose,,,e-transform,verified,
wp-widget-woocommerce_product_search,_transform_flipY_effect_hover,choose,,,e-transform,verified,
wp-widget-woocommerce_product_search,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
wp-widget-woocommerce_product_search,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
wp-widget-woocommerce_product_search,_transform_scale_popover,popover_toggle,,,e-transform,verified,
wp-widget-woocommerce_product_search,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
wp-widget-woocommerce_product_search,_transform_skew_popover,popover_toggle,,,e-transform,verified,
wp-widget-woocommerce_product_search,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
wp-widget-woocommerce_product_search,_transform_translate_popover,popover_toggle,,,e-transform,verified,
wp-widget-woocommerce_product_search,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
wp-widget-woocommerce_product_search,animation_duration,select,,,animated-slow,verified,
wp-widget-woocommerce_product_search,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
wp-widget-woocommerce_product_search,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
wp-widget-woocommerce_product_search,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
wp-widget-woocommerce_product_tag_cloud,_element_width,select,,,elementor-widget__width-inherit,verified,
wp-widget-woocommerce_product_tag_cloud,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
wp-widget-woocommerce_product_tag_cloud,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
wp-widget-woocommerce_product_tag_cloud,_position,select,,,elementor-absolute,verified,
wp-widget-woocommerce_product_tag_cloud,_transform_flipX_effect,choose,,,e-transform,verified,
wp-widget-woocommerce_product_tag_cloud,_transform_flipX_effect_hover,choose,,,e-transform,verified,
wp-widget-woocommerce_product_tag_cloud,_transform_flipY_effect,choose,,,e-transform,verified,
wp-widget-woocommerce_product_tag_cloud,_transform_flipY_effect_hover,choose,,,e-transform,verified,
wp-widget-woocommerce_product_tag_cloud,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
wp-widget-woocommerce_product_tag_cloud,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
wp-widget-woocommerce_product_tag_cloud,_transform_scale_popover,popover_toggle,,,e-transform,verified,
wp-widget-woocommerce_product_tag_cloud,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
wp-widget-woocommerce_product_tag_cloud,_transform_skew_popover,popover_toggle,,,e-transform,verified,
wp-widget-woocommerce_product_tag_cloud,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
wp-widget-woocommerce_product_tag_cloud,_transform_translate_popover,popover_toggle,,,e-transform,verified,
wp-widget-woocommerce_product_tag_cloud,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
wp-widget-woocommerce_product_tag_cloud,animation_duration,select,,,animated-slow,verified,
wp-widget-woocommerce_product_tag_cloud,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
wp-widget-woocommerce_product_tag_cloud,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
